S No.,params,perc_distance,precision_micro_train,precision_macro_train,precision_weighted_train,recall_micro_train,recall_macro_train,recall_weighted_train,f1_micro_train,f1_macro_train,f1_weighted_train,accuracy_train,precision_micro_test,precision_macro_test,precision_weighted_test,recall_micro_test,recall_macro_test,recall_weighted_test,f1_micro_test,f1_macro_test,f1_weighted_test,accuracy_test
497,"(10, (0.4, 0.6), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.730569948,0.714196665,0.72360335,0.730569948,0.689030198,0.730569948,0.730569948,0.689639014,0.716980737,0.730569948
498,"(10, (0.4, 0.6), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.559837246,0.587573081,0.621761658,0.574639827,0.621761658,0.621761658,0.562121212,0.599081488,0.621761658
499,"(10, (0.4, 0.6), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.647668394,0.620108146,0.629221705,0.647668394,0.612288616,0.647668394,0.647668394,0.608453596,0.630729332,0.647668394
500,"(10, (0.4, 0.6), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.704663212,0.677870661,0.687512069,0.704663212,0.665829409,0.704663212,0.704663212,0.662977233,0.687420894,0.704663212
501,"(10, (0.4, 0.6), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.56540194,0.583791594,0.621761658,0.575405547,0.621761658,0.621761658,0.56043894,0.592244858,0.621761658
502,"(10, (0.4, 0.6), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.567077379,0.590297199,0.595854922,0.565214051,0.595854922,0.595854922,0.565077147,0.592183076,0.595854922
503,"(10, (0.4, 0.6), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.554404145,0.502480278,0.529017436,0.554404145,0.525433698,0.554404145,0.554404145,0.507828175,0.53548181,0.554404145
504,"(10, (0.4, 0.6), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.683937824,0.653679654,0.672431196,0.683937824,0.644980095,0.683937824,0.683937824,0.643686173,0.673428043,0.683937824
505,"(10, (0.4, 0.6), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.668393782,0.625734767,0.648389325,0.668393782,0.636007392,0.668393782,0.668393782,0.626179558,0.653228323,0.668393782
506,"(10, (0.4, 0.6), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.683937824,0.649675162,0.67749027,0.683937824,0.658998867,0.683937824,0.683937824,0.64685322,0.673469642,0.683937824
507,"(10, (0.4, 0.6), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.625531308,0.637699012,0.652849741,0.621817724,0.652849741,0.652849741,0.619207336,0.64060821,0.652849741
508,"(10, (0.4, 0.6), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.647668394,0.613230878,0.624341348,0.647668394,0.608796508,0.647668394,0.647668394,0.601729475,0.626466877,0.647668394
509,"(10, (0.5, 0.5), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.720207254,0.68965902,0.701740362,0.720207254,0.692935636,0.720207254,0.720207254,0.683229256,0.702072932,0.720207254
510,"(10, (0.5, 0.5), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.605505001,0.619339688,0.652849741,0.622154217,0.652849741,0.652849741,0.60197664,0.623018589,0.652849741
511,"(10, (0.5, 0.5), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.616580311,0.579342723,0.629862074,0.616580311,0.580467513,0.616580311,0.616580311,0.571484071,0.615854439,0.616580311
512,"(10, (0.5, 0.5), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.663212435,0.628267974,0.6762293,0.663212435,0.625712564,0.663212435,0.663212435,0.622228399,0.665538371,0.663212435
513,"(10, (0.5, 0.5), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.58963101,0.597131408,0.621761658,0.577223139,0.621761658,0.621761658,0.56765233,0.594215555,0.621761658
514,"(10, (0.5, 0.5), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.642487047,0.588867397,0.609788771,0.642487047,0.605199743,0.642487047,0.642487047,0.589753879,0.617987924,0.642487047
515,"(10, (0.5, 0.5), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.62962963,0.632463002,0.652849741,0.613781637,0.652849741,0.652849741,0.606491983,0.627345136,0.652849741
516,"(10, (0.5, 0.5), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.683937824,0.646299732,0.660408035,0.683937824,0.651248932,0.683937824,0.683937824,0.64151893,0.66411588,0.683937824
517,"(10, (0.5, 0.5), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.626943005,0.572388095,0.60037754,0.626943005,0.588283687,0.626943005,0.626943005,0.576417415,0.609273656,0.626943005
518,"(10, (0.5, 0.5), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.606217617,0.551111891,0.582162012,0.606217617,0.577961038,0.606217617,0.606217617,0.554530131,0.584563166,0.606217617
519,"(10, (0.5, 0.5), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.538602232,0.554427313,0.595854922,0.548998801,0.595854922,0.595854922,0.531622438,0.562441285,0.595854922
520,"(10, (0.5, 0.5), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.632124352,0.57118214,0.597017467,0.632124352,0.587336473,0.632124352,0.632124352,0.573533456,0.608184857,0.632124352
521,"(10, (0.5, 0.5), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.637305699,0.575596389,0.60672623,0.637305699,0.590790162,0.637305699,0.637305699,0.579521205,0.617902216,0.637305699
522,"(10, (0.5, 0.5), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.668393782,0.637344009,0.643240914,0.668393782,0.635864317,0.668393782,0.668393782,0.625465839,0.643706755,0.668393782
523,"(10, (0.5, 0.5), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.505616242,0.53218421,0.569948187,0.534599819,0.569948187,0.569948187,0.514393427,0.544828414,0.569948187
524,"(10, (0.5, 0.5), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.683937824,0.63813767,0.66291593,0.683937824,0.644550868,0.683937824,0.683937824,0.638367026,0.670152961,0.683937824
525,"(10, (0.5, 0.5), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.67357513,0.640671778,0.669539013,0.67357513,0.646445297,0.67357513,0.67357513,0.641595442,0.669678048,0.67357513
526,"(10, (0.5, 0.5), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.715025907,0.69171923,0.702792679,0.715025907,0.68474455,0.715025907,0.715025907,0.684246062,0.704856395,0.715025907
527,"(10, (0.5, 0.5), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.740932642,0.717953343,0.731948463,0.740932642,0.712060092,0.740932642,0.740932642,0.712862736,0.734388238,0.740932642
528,"(10, (0.5, 0.5), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.668393782,0.623420426,0.642812488,0.668393782,0.629166253,0.668393782,0.668393782,0.620815459,0.649638307,0.668393782
529,"(10, (0.5, 0.5), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.683937824,0.673986129,0.672892211,0.683937824,0.6478999,0.683937824,0.683937824,0.645615271,0.663203933,0.683937824
530,"(10, (0.5, 0.5), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.528497409,0.513895575,0.520861569,0.528497409,0.499599255,0.528497409,0.528497409,0.50014375,0.518846659,0.528497409
531,"(10, (0.5, 0.5), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.637305699,0.612660827,0.631044333,0.637305699,0.6135604,0.637305699,0.637305699,0.612688128,0.633712414,0.637305699
532,"(10, (0.5, 0.5), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.634836937,0.643806949,0.652849741,0.626218628,0.652849741,0.652849741,0.627160931,0.645117189,0.652849741
533,"(10, (0.5, 0.5), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.561883921,0.560413782,0.575129534,0.549438626,0.575129534,0.575129534,0.546448821,0.55845147,0.575129534
534,"(10, (0.5, 0.5), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.70984456,0.691754029,0.709092206,0.70984456,0.672295637,0.70984456,0.70984456,0.673600774,0.702598307,0.70984456
535,"(10, (0.5, 0.5), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.720207254,0.698924923,0.709344059,0.720207254,0.689872755,0.720207254,0.720207254,0.690412048,0.710897336,0.720207254
536,"(10, (0.5, 0.5), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.725388601,0.690022794,0.718077089,0.725388601,0.680696037,0.725388601,0.725388601,0.67857784,0.716138699,0.725388601
537,"(10, (0.6, 0.4), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.647668394,0.591371591,0.622742255,0.647668394,0.599515132,0.647668394,0.647668394,0.592206996,0.632025384,0.647668394
538,"(10, (0.6, 0.4), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.537947697,0.590924574,0.595854922,0.541535017,0.595854922,0.595854922,0.539609017,0.593247347,0.595854922
539,"(10, (0.6, 0.4), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.658031088,0.61702192,0.633614137,0.658031088,0.624076466,0.658031088,0.658031088,0.614281956,0.638844259,0.658031088
540,"(10, (0.6, 0.4), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.689119171,0.669461174,0.671138562,0.689119171,0.659726169,0.689119171,0.689119171,0.652052052,0.666551526,0.689119171
541,"(10, (0.6, 0.4), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.616580311,0.550259019,0.575420523,0.616580311,0.573626374,0.616580311,0.616580311,0.554690847,0.58781644,0.616580311
542,"(10, (0.6, 0.4), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.751295337,0.749535586,0.747672815,0.751295337,0.72126463,0.751295337,0.751295337,0.725547871,0.740071766,0.751295337
543,"(10, (0.6, 0.4), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.548294519,0.560580077,0.601036269,0.56005935,0.601036269,0.601036269,0.541231464,0.566693559,0.601036269
544,"(10, (0.6, 0.4), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.609328199,0.629277604,0.652849741,0.628229637,0.652849741,0.652849741,0.608111039,0.6300208,0.652849741
545,"(10, (0.6, 0.4), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.616580311,0.565515923,0.591094276,0.616580311,0.581519385,0.616580311,0.616580311,0.56829062,0.598101293,0.616580311
546,"(10, (0.6, 0.4), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.607709751,0.624369955,0.652849741,0.618039465,0.652849741,0.652849741,0.606045355,0.630987386,0.652849741
547,"(10, (0.6, 0.4), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.546828833,0.572802146,0.611398964,0.567732448,0.611398964,0.611398964,0.550937867,0.584943194,0.611398964
548,"(10, (0.6, 0.4), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.550793651,0.569627436,0.611398964,0.565149137,0.611398964,0.611398964,0.547767783,0.579523062,0.611398964
549,"(10, (0.6, 0.4), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.730569948,0.705808179,0.717363579,0.730569948,0.689795918,0.730569948,0.730569948,0.688971336,0.716034115,0.730569948
550,"(10, (0.6, 0.4), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.761658031,0.743443532,0.755235117,0.761658031,0.720565149,0.761658031,0.761658031,0.721525728,0.749740179,0.761658031
551,"(10, (0.6, 0.4), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.559585492,0.525153662,0.545547597,0.559585492,0.526733303,0.559585492,0.559585492,0.523958333,0.550631477,0.559585492
552,"(10, (0.6, 0.4), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.720207254,0.708547009,0.718945131,0.720207254,0.694416735,0.720207254,0.720207254,0.69825143,0.716919104,0.720207254
553,"(10, (0.6, 0.4), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.590673575,0.575010469,0.578079194,0.590673575,0.544156747,0.590673575,0.590673575,0.536361246,0.563789166,0.590673575
554,"(10, (0.6, 0.4), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.67357513,0.633380816,0.650902248,0.67357513,0.62927091,0.67357513,0.67357513,0.623496873,0.654776858,0.67357513
555,"(10, (0.6, 0.4), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.735751295,0.717018067,0.726121382,0.735751295,0.697507435,0.735751295,0.735751295,0.698477324,0.723183128,0.735751295
556,"(10, (0.6, 0.4), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.622383253,0.625954294,0.652849741,0.618805185,0.652849741,0.652849741,0.607176695,0.624995101,0.652849741
557,"(10, (0.6, 0.4), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.740932642,0.732004869,0.736834376,0.740932642,0.703544436,0.740932642,0.740932642,0.706376546,0.729141828,0.740932642
558,"(10, (0.6, 0.4), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.544041451,0.530296174,0.54576356,0.544041451,0.525317118,0.544041451,0.544041451,0.527399362,0.544561395,0.544041451
559,"(10, (0.6, 0.4), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.512953368,0.479591837,0.491667548,0.512953368,0.477996145,0.512953368,0.512953368,0.471975249,0.495768274,0.512953368
560,"(10, (0.6, 0.4), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.599194356,0.605004946,0.621761658,0.586790666,0.621761658,0.621761658,0.583346344,0.603997848,0.621761658
561,"(10, (0.6, 0.4), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.606217617,0.567793318,0.57424484,0.606217617,0.570354179,0.606217617,0.606217617,0.55500064,0.574987562,0.606217617
562,"(10, (0.6, 0.4), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.704663212,0.675146199,0.688578311,0.704663212,0.667647,0.704663212,0.704663212,0.66559387,0.690953487,0.704663212
563,"(10, (0.6, 0.4), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.637305699,0.607516067,0.612964578,0.637305699,0.59504799,0.637305699,0.637305699,0.585258486,0.60905339,0.637305699
564,"(10, (0.6, 0.4), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.548366998,0.564140454,0.601036269,0.550777974,0.601036269,0.601036269,0.535125448,0.568349212,0.601036269
565,"(10, (0.7, 0.3), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.642487047,0.606294748,0.613097514,0.642487047,0.605199743,0.642487047,0.642487047,0.593271449,0.614519595,0.642487047
566,"(10, (0.7, 0.3), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.547960373,0.562615493,0.601036269,0.565225974,0.601036269,0.601036269,0.547189505,0.571312874,0.601036269
567,"(10, (0.7, 0.3), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.730569948,0.729028177,0.726769395,0.730569948,0.697402778,0.730569948,0.730569948,0.70087831,0.717072359,0.730569948
568,"(10, (0.7, 0.3), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.689119171,0.649334199,0.666807496,0.689119171,0.658817373,0.689119171,0.689119171,0.643534471,0.666508747,0.689119171
569,"(10, (0.7, 0.3), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.668393782,0.661875,0.663448834,0.668393782,0.620793673,0.668393782,0.668393782,0.616857803,0.644756032,0.668393782
570,"(10, (0.7, 0.3), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.70984456,0.698173682,0.69833411,0.70984456,0.675981162,0.70984456,0.70984456,0.674701942,0.691655981,0.70984456
571,"(10, (0.7, 0.3), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.579766854,0.576960555,0.601036269,0.557476038,0.601036269,0.601036269,0.543389151,0.56424152,0.601036269
572,"(10, (0.7, 0.3), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.540337494,0.559279474,0.595854922,0.555074221,0.595854922,0.595854922,0.539239522,0.568172027,0.595854922
573,"(10, (0.7, 0.3), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.5632465,0.571302333,0.611398964,0.579597136,0.611398964,0.611398964,0.556034635,0.574274349,0.611398964
574,"(10, (0.7, 0.3), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.683937824,0.660824908,0.672219048,0.683937824,0.641344912,0.683937824,0.683937824,0.639672588,0.668217822,0.683937824
575,"(10, (0.7, 0.3), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.751295337,0.731913527,0.738809927,0.751295337,0.723704867,0.751295337,0.751295337,0.721620218,0.738349822,0.751295337
576,"(10, (0.7, 0.3), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.663212435,0.673514539,0.663109267,0.663212435,0.623129252,0.663212435,0.663212435,0.621587903,0.638197061,0.663212435
577,"(10, (0.7, 0.3), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.668393782,0.667066126,0.659924897,0.668393782,0.631606489,0.668393782,0.668393782,0.627559498,0.642582343,0.668393782
578,"(10, (0.7, 0.3), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.647668394,0.624973545,0.63227897,0.647668394,0.59693182,0.647668394,0.647668394,0.588211173,0.619957643,0.647668394
579,"(10, (0.7, 0.3), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.568846454,0.568876634,0.575129534,0.537573939,0.575129534,0.575129534,0.535842421,0.556544685,0.575129534
580,"(10, (0.7, 0.3), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.601036269,0.575794318,0.576439464,0.601036269,0.573884705,0.601036269,0.601036269,0.561649593,0.57436111,0.601036269
581,"(10, (0.7, 0.3), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.512330992,0.524362395,0.569948187,0.522592055,0.569948187,0.569948187,0.500810588,0.529808731,0.569948187
582,"(10, (0.7, 0.3), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.67357513,0.670424262,0.668573149,0.67357513,0.630945426,0.67357513,0.67357513,0.62956593,0.652038803,0.67357513
583,"(10, (0.7, 0.3), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.632124352,0.590493827,0.599932834,0.632124352,0.589010989,0.632124352,0.632124352,0.575842827,0.601648851,0.632124352
584,"(10, (0.7, 0.3), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.632124352,0.595911202,0.604919551,0.632124352,0.583987441,0.632124352,0.632124352,0.572096601,0.601210649,0.632124352
585,"(10, (0.7, 0.3), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.606217617,0.557605194,0.570072998,0.606217617,0.559255211,0.606217617,0.606217617,0.543626863,0.573056318,0.606217617
586,"(10, (0.7, 0.3), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.538860104,0.487928658,0.489145334,0.538860104,0.517655943,0.538860104,0.538860104,0.489254386,0.498851241,0.538860104
587,"(10, (0.7, 0.3), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.580310881,0.565296547,0.563149127,0.580310881,0.544999304,0.580310881,0.580310881,0.537904342,0.554705743,0.580310881
588,"(10, (0.7, 0.3), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.585492228,0.542707309,0.547377484,0.585492228,0.54558353,0.585492228,0.585492228,0.527525253,0.548967656,0.585492228
589,"(10, (0.7, 0.3), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.575129534,0.515214866,0.524180824,0.575129534,0.537001636,0.575129534,0.575129534,0.51182552,0.533871634,0.575129534
590,"(10, (0.7, 0.3), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.555185776,0.569334031,0.611398964,0.57108148,0.611398964,0.611398964,0.551623765,0.577649468,0.611398964
591,"(10, (0.7, 0.3), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.559585492,0.492627966,0.501916814,0.559585492,0.517359193,0.559585492,0.559585492,0.489550406,0.513945353,0.559585492
592,"(10, (0.7, 0.3), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.663212435,0.633702882,0.635750146,0.663212435,0.631501832,0.663212435,0.663212435,0.616908141,0.632358734,0.663212435
593,"(10, (0.8, 0.2), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.699481865,0.689439252,0.687964263,0.699481865,0.665724751,0.699481865,0.699481865,0.66303477,0.678857758,0.699481865
594,"(10, (0.8, 0.2), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.632124352,0.621650113,0.618924969,0.632124352,0.593411893,0.632124352,0.632124352,0.587931034,0.606458817,0.632124352
595,"(10, (0.8, 0.2), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.626943005,0.575606587,0.602683527,0.626943005,0.590866999,0.626943005,0.626943005,0.578533932,0.609655021,0.626943005
596,"(10, (0.8, 0.2), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.585492228,0.51717033,0.531181793,0.585492228,0.541182627,0.585492228,0.585492228,0.514484276,0.542139163,0.585492228
597,"(10, (0.8, 0.2), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.632124352,0.648848102,0.631485326,0.632124352,0.594034537,0.632124352,0.632124352,0.587099376,0.598525012,0.632124352
598,"(10, (0.8, 0.2), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.642487047,0.649675437,0.644871492,0.642487047,0.590894819,0.642487047,0.642487047,0.583013088,0.61147861,0.642487047
599,"(10, (0.8, 0.2), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.609470776,0.604473726,0.611398964,0.560125589,0.611398964,0.611398964,0.547793765,0.574581507,0.611398964
600,"(10, (0.8, 0.2), (100, 200))",1,1,1,1,1,1,1,1,1,1,1,0.580310881,0.532208611,0.539343273,0.580310881,0.552463088,0.580310881,0.580310881,0.52693305,0.542756191,0.580310881
601,"(10, (0.8, 0.2), (100, 250))",1,1,1,1,1,1,1,1,1,1,1,0.564766839,0.526846047,0.527395223,0.564766839,0.519138366,0.564766839,0.564766839,0.497429514,0.520457568,0.564766839
602,"(10, (0.8, 0.2), (100, 300))",1,1,1,1,1,1,1,1,1,1,1,0.606217617,0.567393712,0.570364161,0.606217617,0.565953275,0.606217617,0.606217617,0.547582683,0.568162709,0.606217617
603,"(10, (0.8, 0.2), (100, 350))",1,1,1,1,1,1,1,1,1,1,1,0.637305699,0.608839406,0.607387091,0.637305699,0.605095086,0.637305699,0.637305699,0.588261221,0.60211823,0.637305699
604,"(10, (0.8, 0.2), (100, 400))",1,1,1,1,1,1,1,1,1,1,1,0.652849741,0.617474044,0.624574695,0.652849741,0.614547357,0.652849741,0.652849741,0.602452737,0.6242465,0.652849741
605,"(10, (0.8, 0.2), (100, 450))",1,1,1,1,1,1,1,1,1,1,1,0.621761658,0.602371106,0.598759162,0.621761658,0.580429095,0.621761658,0.621761658,0.567192331,0.585949321,0.621761658
606,"(10, (0.8, 0.2), (100, 500))",1,1,1,1,1,1,1,1,1,1,1,0.611398964,0.564872565,0.566563375,0.611398964,0.575196232,0.611398964,0.611398964,0.54960469,0.566672123,0.611398964
607,"(10, (0.8, 0.2), (150, 200))",1,1,1,1,1,1,1,1,1,1,1,0.523316062,0.486524062,0.486257973,0.523316062,0.487823328,0.523316062,0.523316062,0.471133372,0.488468719,0.523316062
608,"(10, (0.8, 0.2), (150, 250))",1,1,1,1,1,1,1,1,1,1,1,0.544041451,0.483858859,0.485850488,0.544041451,0.505466685,0.544041451,0.544041451,0.474785693,0.493420164,0.544041451
609,"(10, (0.8, 0.2), (150, 300))",1,1,1,1,1,1,1,1,1,1,1,0.564766839,0.501444548,0.509980009,0.564766839,0.522487398,0.564766839,0.564766839,0.494477099,0.518329451,0.564766839
610,"(10, (0.8, 0.2), (150, 350))",1,1,1,1,1,1,1,1,1,1,1,0.585492228,0.524775707,0.531410978,0.585492228,0.549698282,0.585492228,0.585492228,0.519636908,0.538875848,0.585492228
611,"(10, (0.8, 0.2), (150, 400))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.542501264,0.552508708,0.595854922,0.549764521,0.595854922,0.595854922,0.529018099,0.556238661,0.595854922
612,"(10, (0.8, 0.2), (150, 450))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.467802427,0.487683831,0.569948187,0.532496075,0.569948187,0.569948187,0.4856157,0.512599001,0.569948187
613,"(10, (0.8, 0.2), (150, 500))",1,1,1,1,1,1,1,1,1,1,1,0.626943005,0.576247049,0.586264818,0.626943005,0.588906332,0.626943005,0.626943005,0.569030733,0.591676772,0.626943005
614,"(10, (0.8, 0.2), (200, 200))",1,1,1,1,1,1,1,1,1,1,1,0.559585492,0.509893033,0.510490114,0.559585492,0.525109128,0.559585492,0.559585492,0.498563647,0.514393304,0.559585492
615,"(10, (0.8, 0.2), (200, 250))",1,1,1,1,1,1,1,1,1,1,1,0.533678756,0.467481836,0.472430881,0.533678756,0.506452318,0.533678756,0.533678756,0.47599848,0.490567024,0.533678756
616,"(10, (0.8, 0.2), (200, 300))",1,1,1,1,1,1,1,1,1,1,1,0.590673575,0.543760012,0.551269079,0.590673575,0.557552875,0.590673575,0.590673575,0.537923997,0.556875106,0.590673575
617,"(10, (0.8, 0.2), (200, 350))",1,1,1,1,1,1,1,1,1,1,1,0.564766839,0.508314071,0.515405031,0.564766839,0.520812882,0.564766839,0.564766839,0.496105219,0.520578377,0.564766839
618,"(10, (0.8, 0.2), (200, 400))",1,1,1,1,1,1,1,1,1,1,1,0.606217617,0.557130289,0.562986631,0.606217617,0.571885619,0.606217617,0.606217617,0.547598673,0.565905177,0.606217617
619,"(10, (0.8, 0.2), (200, 450))",1,1,1,1,1,1,1,1,1,1,1,0.595854922,0.5157757,0.52998403,0.595854922,0.564069445,0.595854922,0.595854922,0.523542089,0.544835612,0.595854922
620,"(10, (0.8, 0.2), (200, 500))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.495221794,0.509171007,0.569948187,0.524123496,0.569948187,0.569948187,0.493949851,0.522242773,0.569948187
621,"(10, (0.9, 0.1), (50, 200))",1,1,1,1,1,1,1,1,1,1,1,0.668393782,0.626125219,0.632432065,0.668393782,0.648351648,0.668393782,0.668393782,0.610883797,0.622378586,0.668393782
622,"(10, (0.9, 0.1), (50, 250))",1,1,1,1,1,1,1,1,1,1,1,0.642487047,0.619733265,0.619827896,0.642487047,0.607783055,0.642487047,0.642487047,0.598921587,0.615782538,0.642487047
623,"(10, (0.9, 0.1), (50, 300))",1,1,1,1,1,1,1,1,1,1,1,0.580310881,0.514354702,0.530488068,0.580310881,0.537872013,0.580310881,0.580310881,0.513790386,0.541689634,0.580310881
624,"(10, (0.9, 0.1), (50, 350))",1,1,1,1,1,1,1,1,1,1,1,0.637305699,0.615900383,0.61246884,0.637305699,0.600837258,0.637305699,0.637305699,0.586878231,0.602388784,0.637305699
625,"(10, (0.9, 0.1), (50, 400))",1,1,1,1,1,1,1,1,1,1,1,0.626943005,0.597948683,0.600573932,0.626943005,0.586466096,0.626943005,0.626943005,0.573666287,0.594601027,0.626943005
626,"(10, (0.9, 0.1), (50, 450))",1,1,1,1,1,1,1,1,1,1,1,0.569948187,0.523910583,0.522069108,0.569948187,0.525798012,0.569948187,0.569948187,0.497305785,0.517467253,0.569948187
627,"(10, (0.9, 0.1), (50, 500))",1,1,1,1,1,1,1,1,1,1,1,0.606217617,0.610954657,0.595950652,0.606217617,0.565044479,0.606217617,0.606217617,0.552112637,0.566297192,0.606217617
